"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.7,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.5,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.2,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.8,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.2,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.9,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.4,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.4,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.6,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.3,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.3,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.6,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.8,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.3,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.7,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,12.5,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.6,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.9,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.3,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.3,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.7,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.6,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.5,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.5,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.5,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,11.5,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.4,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.6,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.3,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.9,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.2,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.2,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.5,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,10,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.5,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.5,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.7,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.8,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.5,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,3.1,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.8,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.3,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.8,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.9,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.8,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.7,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.5,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.4,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,1.7,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,3.2,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.6,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,1.4,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.1,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.5,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.3,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.3,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.6,,
"IDN","Indonesia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,0.9,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.6,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.6,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.9,,
"EST","Estonia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.4,,
"FRA","France","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.1,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.1,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.5,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,11.8,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.8,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.9,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,1.3,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.4,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,0.7,,
"IDN","Indonesia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,0.8,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.7,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.1,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.1,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10.5,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.9,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.9,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.6,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.6,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.6,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,12.6,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.7,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.2,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,10.8,,
"BRA","Brazil","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.5,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.5,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,10,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.8,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.8,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.1,,
"OAVG","OECD - Average","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.6,,
"MEX","Mexico","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.1,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,11.8,,
"HUN","Hungary","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.7,,
"AUT","Austria","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.7,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,13.3,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.7,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,0.6,,
"ISR","Israel","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.9,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,13.2,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.1,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,1.1,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,8.9,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.7,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.9,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.4,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.8,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.4,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,3.8,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,0.5,,
"IDN","Indonesia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,2.7,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.8,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.1,,
"KOR","Korea","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.9,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.1,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,3.9,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,10,,
"SVK","Slovak Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3,,
"IDN","Indonesia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.4,,
"NOR","Norway","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.5,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,1,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.2,,
"FRA","France","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.5,,
"USA","United States","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,11.5,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,10.2,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.5,,
"GRC","Greece","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.2,,
"GBR","United Kingdom","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,12.8,,
"FIN","Finland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5,,
"DNK","Denmark","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,2.6,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.8,,
"CHE","Switzerland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.7,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.2,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,13,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.9,,
"DEU","Germany","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.7,,
"JPN","Japan","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,0.6,,
"POL","Poland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.4,,
"ZAF","South Africa","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.9,,
"BEL","Belgium","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,5.7,,
"RUS","Russia","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.8,,
"NLD","Netherlands","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.3,,
"TUR","Turkey","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,2.5,,
"SWE","Sweden","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.2,,
"SVN","Slovenia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.8,,
"CHL","Chile","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,1.5,,
"IRL","Ireland","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.6,,
"ITA","Italy","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.7,,
"CAN","Canada","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.8,,
"AUS","Australia","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,13,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.7,,
"CZE","Czech Republic","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,3.4,,
"ESP","Spain","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6,,
"USA","United States","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.3,,
"ISL","Iceland","EMP10","Share of employed who are managers, by sex","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,7.5,,
"PRT","Portugal","EMP10","Share of employed who are managers, by sex","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8,,
